0.000000	0.000000
0.010000	0.010101
0.020000	0.020202
0.030000	0.030303
0.040000	0.040404
0.050000	0.050505
0.060000	0.060606
0.070000	0.070707
0.080000	0.080808
0.090000	0.090909
0.100000	0.101010
0.110000	0.111111
0.120000	0.121212
0.130000	0.131313
0.140000	0.141414
0.150000	0.151515
0.160000	0.161616
0.170000	0.171717
0.180000	0.181818
0.190000	0.191919
0.200000	0.202020
0.210000	0.212121
0.220000	0.222222
0.230000	0.232323
0.240000	0.242424
0.250000	0.252525
0.260000	0.262626
0.270000	0.272727
0.280000	0.282828
0.290000	0.292929
0.300000	0.303030
0.310000	0.313131
0.320000	0.323232
0.330000	0.333333
0.340000	0.343434
0.350000	0.353535
0.360000	0.363636
0.370000	0.373737
0.380000	0.383838
0.390000	0.393939
0.400000	0.404040
0.410000	0.414141
0.420000	0.424242
0.430000	0.434343
0.440000	0.444444
0.450000	0.454545
0.460000	0.464646
0.470000	0.474747
0.480000	0.484848
0.490000	0.494949
0.500000	0.505051
0.510000	0.515152
0.520000	0.525253
0.530000	0.535354
0.540000	0.545455
0.550000	0.555556
0.560000	0.565657
0.570000	0.575758
0.580000	0.585859
0.590000	0.595960
0.600000	0.606061
0.610000	0.616162
0.620000	0.626263
0.630000	0.636364
0.640000	0.646465
0.650000	0.656566
0.660000	0.666667
0.670000	0.676768
0.680000	0.686869
0.690000	0.696970
0.700000	0.707071
0.710000	0.717172
0.720000	0.727273
0.730000	0.737374
0.740000	0.747475
0.750000	0.757576
0.760000	0.767677
0.770000	0.777778
0.780000	0.787879
0.790000	0.797980
0.800000	0.808081
0.810000	0.818182
0.820000	0.828283
0.830000	0.838384
0.840000	0.848485
0.850000	0.858586
0.860000	0.868687
0.870000	0.878788
0.880000	0.888889
0.890000	0.898990
0.900000	0.909091
0.910000	0.919192
0.920000	0.929293
0.930000	0.939394
0.940000	0.949495
0.950000	0.959596
0.960000	0.969697
0.970000	0.979798
0.980000	0.989899
0.990000	1.000000
